Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\CW\CW_PP_55_Das\CW_PP_55_Das_01_Slot1-01_1_12599.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_02_Slot1-02_1_12600.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_03_Slot1-03_1_12601.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_04_Slot1-04_1_12602.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_05_Slot1-05_1_12603.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_06_Slot1-06_1_12604.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_07_Slot1-07_1_12605.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_08_Slot1-08_1_12606.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_09_Slot1-09_1_12607.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_10_Slot1-10_1_12608.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_11_Slot1-11_1_12609.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_12_Slot1-12_1_12610.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_13_Slot1-13_1_12611.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_14_Slot1-14_1_12612.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_15_Slot1-15_1_12613.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_16_Slot1-16_1_12614.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_17_Slot1-17_1_12615.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_18_Slot1-18_1_12616.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_19_Slot1-19_1_12617.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_20_Slot1-20_1_12618.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_21_Slot1-21_1_12619.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_22_Slot1-22_1_12620.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_23_Slot1-23_1_12621.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_24_Slot1-24_1_12622.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_25_Slot1-25_1_12623.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_26_Slot1-26_1_12624.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_27_Slot1-27_1_12625.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_28_Slot1-28_1_12626.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_29_Slot1-29_1_12627.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_30_Slot1-30_1_12628.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_31_Slot1-31_1_12629.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_32_Slot1-32_1_12630.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_33_Slot1-33_1_12631.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_34_Slot1-34_1_12632.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_35_Slot1-35_1_12633.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_36_Slot1-36_1_12634.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_37_Slot1-37_1_12635.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_38_Slot1-38_1_12636.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_39_Slot1-39_1_12637.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_40_Slot1-40_1_12638.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_41_Slot1-41_1_12639.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_42_Slot1-42_1_12640.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_43_Slot1-43_1_12641.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_44_Slot1-44_1_12642.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_45_Slot1-45_1_12643.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_46_Slot1-46_1_12644.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_47_Slot1-47_1_12645.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_48_Slot1-48_1_12646.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_49_Slot1-49_1_12709.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_50_Slot1-50_1_12710.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_51_Slot1-51_1_12663.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_52_Slot1-52_1_12664.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_53_Slot1-53_1_12665.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_54_Slot1-54_1_12666.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_55_Slot1-55_1_12667.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_56_Slot1-56_1_12668.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_57_Slot1-57_1_12669.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_58_Slot1-58_1_12670.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_59_Slot1-59_1_12671.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_60_Slot1-60_1_12672.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_61_Slot1-61_1_12673.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_62_Slot1-62_1_12674.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_63_Slot1-63_1_12675.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_64_Slot1-64_1_12676.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_65_Slot1-65_1_12677.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_66_Slot1-66_1_12678.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_67_Slot1-67_1_12679.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_68_Slot1-68_1_12680.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_69_Slot1-69_1_12681.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_70_Slot1-70_1_12682.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_71_Slot1-71_1_12683.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_72_Slot1-72_1_12684.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_73_Slot1-73_1_12685.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_74_Slot1-74_1_12686.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_75_Slot1-75_1_12687.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_76_Slot1-76_1_12688.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_77_Slot1-77_1_12689.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_78_Slot1-78_1_12690.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_79_Slot1-79_1_12691.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_80_Slot1-80_1_12692.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_81_Slot1-81_1_12693.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_82_Slot1-82_1_12694.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_83_Slot1-83_1_12695.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_84_Slot1-84_1_12696.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_85_Slot1-85_1_12697.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_86_Slot1-86_1_12698.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_87_Slot1-87_1_12699.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_88_Slot1-88_1_12700.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_89_Slot1-89_1_12701.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_90_Slot1-90_1_12702.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_91_Slot1-91_1_12703.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_92_Slot1-92_1_12704.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_93_Slot1-93_1_12705.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_94_Slot1-94_1_12706.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_95_Slot1-95_1_12707.d	E:\CW\CW_PP_55_Das\CW_PP_55_Das_96_Slot1-96_1_12708.d
Q9BY44;Q9BY44-3	Q9BY44;Q9BY44-2;Q9BY44-3;Q9BY44-4	EIF2A_HUMAN	EIF2A	Eukaryotic translation initiation factor 2A	8884.92	7930.76	10946.2	10374.1	8876.24	12677.8	9104.47	10842.7	11069.7	10282	16136.8	11515.3	12326	12295.5	11411	12196.1	11867.3	13098	10750.1	11620.9	12379.8	9676.42	14335.5	11739	7548.08	8950.75	10160	9244.76	7654.91	8744.75	10061.7	8514.61	7609.33	10785.6	8016.49	7144.15	9912.87	9011.16	10469	8129.78	10667.4	10082.1	8996.13	9017.62	11101.9	8930.76	10888.3	6311.59	9858.4	9064.88	11230.4	9479.29	10595.4	8630.36	8990.68	10415.5	10077.8	7254.8	8399.33	9777.2	10614.2	9178.29	12707.5	10152.7	11784.3	9960.79	9440.22	9567.33	10400.2	10699.3	9861.18	9402.1	7906.1	9061.91	9040.52	8816.2	12050.7	7785.27	11479.1	9785.14	10892.4	10375.6	9751.85	9469.12	8957.68	10620.2	9878.87	9264.23	8777.49	10706.7	11112.2	9403.14	10480.4	9042.08	8334.21	8812.59
Q9BY77	Q9BY77;Q9BY77-2	PDIP3_HUMAN	POLDIP3	Polymerase delta-interacting protein 3	11159.3	9032.95	9773	6951.3	8855.66	12977	11325.6	9450.49	10058.1	11273	13992.5	13066.3	13123.9	10023.9	11370.5	12712.3	12155.3	14163.6	11206.3	11290.9	11773.9	10151.8	14035.3	11769.3	3631.96	4472.66	4207.06	4747.13	4335.8	5557.21	5468.04	3739.91	3695.94	5394.73	5728.78	4628.63	4640.96	6380.72	5058.37	4644.52	5345.17	5260.48	4176.38	4642.03	4993.25	4012.71	4467.67	4752.09	3486.89	4129.89	4197.88	3939.37	4145.8	3768.51	4338.95	3840.2	4188.74	3071.26	3520.42	3073.29	3859.64	3540.81	4055.62	4386.98	4878.97	3315.74	3629.96	3398.11	4287.26	4153.81	3384.7	4180.35	2464.2	3209.66	3214.23	3662.03	3986.37	2638.47	3947.18	4014.27	3938.29	3540.05	3124.95	3005.94	3033.55	3708.53	3350.89	2947.95	2887.11	3436.3	3871.82	2595.2	3520.87	3126.97	1338.19	2883.12
Q9BYB4	Q9BYB4;Q9BYB4-2	GNB1L_HUMAN	GNB1L	Guanine nucleotide-binding protein subunit beta-like protein 1	12662	9154.67	12438.2	13256	8440.6	13175	12293.3	11869.1	11685.8	9707.39	14145.9	11054.3	15245	14676.9	14885.9	15548.8	17172.4	17975.3	15988.5	16319	15698.2	13760.4	15311.2	14402.6	6528.63	7551.13	8554.47	8668.94	7859.17	9460.72	10424.6	8150.63	8428.03	9887.62	8682.21	8133.7	9092.46	9231.18	9257.46	7918.26	9324.71	9192.28	9683.36	8839.87	9412.85	7926.42	9365.84	7557.2	7373.44	8479.33	10289.1	10382.7	9695.02	9534.94	8640.47	9786.66	10165.1	8066.88	8225.89	8444.47	7887.22	7945.65	10282.9	9016.93	8518.93	9018.67	8561.8	8910.25	9103.32	9618.6	8568.3	9128.35	6893.11	7587.81	8517.87	8715.62	9526.3	7849.98	9827.15	9318.69	9593.3	8883.46	8471.58	8293.8	6962.7	7515.29	8152.96	8321.13	8601.03	8082.85	8464.86	8608.62	8726.69	9182.84	6464.79	7156.86
Q9BYC9	Q9BYC9;Q9BYC9-2	RM20_HUMAN	MRPL20	39S ribosomal protein L20, mitochondrial		1254.75	2259.35	2340.09	1797.15	1908.73	2493.5	2186.78	1882.83	1935.63	3856.31	1777.23	1507.26	2308.71	2096.29	1416.33		2130.98	1802.14	2231.5	2373.6	2056.52	3147.94	1005.15		1223.34		1291.08		1205.93	1023.25	1442.5	899.132	1239.28			1969.5	1632.78	1374.87	1808.11		2158.78	1132.68		1598.87	1138.66			1066.76	1543.12	1680.54	928.964	1110.57		860.094	1069.92		720.249	1216.94	812.908	1015.13	882.636	1024.99	966.318		1436.48	396.633	1238.28	1469.94	1271.87	668.454		557.874	587.76	1411.72	1064.24			1229.67	1326.08	1365.84	1195.69	863.71	1088.85			875.651		1167.76	1163.57	1115.75	1077.89	1975.35	926.939	1435.53	647.779
Q9BYD1	Q9BYD1	RM13_HUMAN	MRPL13	39S ribosomal protein L13, mitochondrial														2105.02	2567.02								2162.02																																	2047.01																					2788.02																			
Q9BYD3;Q9BYD3-2	Q9BYD3;Q9BYD3-2	RM04_HUMAN	MRPL4	39S ribosomal protein L4, mitochondrial			2216.02			2682.02		2634.02	2752.02	2122.02	4718.03	2267.02	2933.02	2427.02	2655.02	3135.02	3707.03	2720.02	2840.02	3536.02	3231.02	2387.02	3834.03			1458.01	2079.01		1808.01	2609.02	3098.02	873.006	1783.01	1957.01	1357.01	1767.01	2821.02	2519.02	2914.02	2154.01	2316.02	2779.02	2189.01	1349.01	1824.01	2701.02	2512.02		1918.01	2383.01	2911.02	1889.01	2060.01	1716.01	1665.01	2142.01	2658.02		2208.02	1677.01	2913.02	2151.01	2284.01	1502.01	2313.02	2438.02	2005.01	2159.01	2222.02	2367.02	1642.01	1450.01	2541.02	1818.01	2168.01	2260.02	2189.01	1893.01	2683.02		2598.02	2596.02	1464.01	2077.01	2100.01	2558.02	1411.01	2933.02	2201.01		2145.01	1921.01	1993.01	2123.02	1561.01	1648.01
Q9BYG3	Q9BYG3	MK67I_HUMAN	NIFK	MKI67 FHA domain-interacting nucleolar phosphoprotein	8219.43	7715.63	7377.93	8355.79	2717.04	6861.71	7547.75	6995.26	7288.46	6066.35	9290.36	5002.26	7823.95	6830.43	8984.34	10668	10349	11508.9	8867.18	8576.17	9380.85	8151.62	9986.77	7964.67	5615.56	8851.17	7453.59	6902.02	6750.69	7608.6	7130.01	7220.61	6592.43	8577.16	6304.27	5746.2	7176.81	7361.7	7062.71	6409.81	7494.37	8366.35	7689.85	7130.45	9120.66	7095.06	7655.19	5597	7464.93	8282.28	8580.36	7076.67	7606.18	7776.93	8143.09	6887.62	8018.4	6826.27	6838.18	5636.79	6366.79	6723	6072.64	8135.91	6651.49	8525.83	7159.11	6065.5	7159.92	7692.74	6827.09	6181.94	5876.23	6908.58	6629.88	6508.29	8262.09	6837.27	7750.7	6826.14	8690.61	7627.49	7469.88	5490.28	6072.29	6048.01	6875.15	7796.66	7219.34	6258.15	7674.22	6485.05	7044.51	6727.58	7070.69	5860.39
Q9BYI3	Q9BYI3;Q9BYI3-3	HYCCI_HUMAN	FAM126A	Hyccin																																																			1563.02	970.011	964.012	997.012	1185.02	1220.02	1194.01	1219.02	724.009	990.013	1491.02	850.01	1568.02	967.012	1059.01	1234.02	570.007	592.008	1158.01	813.011	916.013	658.008		982.012	698.008	626.007	1004.01		927.011	822.011		963.013	573.008	706.008		766.01			1090.01	867.011	729.008		536.007	694.009		372.005
Q9BYJ9	Q9BYJ9	YTHD1_HUMAN	YTHDF1	YTH domain-containing family protein 1	3337.21	2621.62	3766.21	3165.83	3082.92	3952.5	3465.91	2942.28	2912.79	3680.04	2968.81	4121.92	4003.94	3775.81	3653.07	4672.55	3726.63	3942.57	2789.6	4068.37	3804.22	2573.1	2560.82	4248.68	1497.17			2050.09		1407.66	785.006	2568.85		1932.94		1652.5						1669.18	2520.95																																																	570.393				
Q9BYK8	Q9BYK8;Q9BYK8-2;Q9BYK8-4	HELZ2_HUMAN	HELZ2	Helicase with zinc finger domain 2																																																		616.005		761.006		355.003		719.005	804.007	663.005			706.005	559.004	439.004		717.006	895.008	799.006	981.007	303.002	482.004		679.006	705.006	598.004	480.004	883.007			789.007						378.003		820.007	968.008		715.006				547.004	781.005	803.007
Q9BYT8	Q9BYT8	NEUL_HUMAN	NLN	Neurolysin, mitochondrial	17254.4	11886.4	22090.3	13384.4	17598.5	25379	15662.6	19637.9	20868.3	16769.7	18481.9	20322.4	25667.5	18448.5	24473.4	24380.9	21730.3	25079.2	20610.2	20701	23966	17604.9	18095.1	28007.9	9783.58	11940.9	11268.2	10648.3	9575.36	13176.4	11254.3	10059.2	10940.2	14784.6	11649	11236.5	13352	12433.7	10981.1	9985.45	11911.5	12863.2	13207.2	9198.8	13431.4	9757.16	13257.5	9546.07	11847.4	13768.1	14487.3	12763.3	11504.3	12948.1	10322.8	12632.5	12406.1	10416.6	11667.1	10178.8	12362.3	13232.7	15173.9	12620.3	13519.7	14620.2	11733.7	12470.2	12128.1	11726.3	12437.2	11133.1	11015.6	10118.7	11610.1	11770	13265.6	10399	11397	12535.6	12605.2	11804.5	12284.1	11298.2	11118.9	11447.8	12340.5	10583.6	11835.1	11150.6	11622.2	11562.9	11671	11295.7	10566.8	10696.7
Q9BYW2	Q9BYW2;Q9BYW2-2;Q9BYW2-3	SETD2_HUMAN	SETD2	Histone-lysine N-methyltransferase SETD2	1968.43	2040.56	4577.36	4946.31	3011.58	5056.77	4173.15	3718.05	4192.34	3633.65	4032.2	4332.6	5801.7	5535.05	4196.71	3960.88	4482.64	4186.25	3149.3	3962.48	4055.17	2840.09	2576.59	3175.18	2706.32	2350.77	2674.18	3191.95	2548.51	3740.64	3128.93	2179.09	2874.49	2701.69	2303.32	2528.54	2859.11	3711.16	2381.84	2254.48	2397.27	3678.54	3307.62	3194.41	3072.46		3219.86	2800.25	2979.64	1860.12	2865.87	2899.09	2403.53	1613.66	1428.1	1903.02	2909.64	2483.23	3268.31	3769.56	3132.64	2844.06	2484.39	2452.08	2275.26	3114.15	3099.34	2909.14	2497.64	3209.57	2597.85	2493.98	3328.34	2644.9	2753.56	1253.59	3118.13	3807.01	2488.14	2081.32	2907.78	1782.01	2584.71	2815.11	2630.77	578.585	2494.42	2748.2	2817.69	2568.75	2795.03	1861.46	2169.85	2377.5	2872.47	1224.38
Q9BYZ2	Q9BYZ2	LDH6B_HUMAN	LDHAL6B	L-lactate dehydrogenase A-like 6B	38641	35058.5		14920.3			25107.4	18683.9	25843.5		52448		24588.5	23802.6	42212.5	45763	31534.2	33211	41214	48294.8	31765	46333.7	64030.9	40715.4	24469.6	27504.9	24232	46219.3	31762.6	35616.5	37533.9	44389.9	38189.8	39187.1	32677.7	32414.5	45095.1	28976	36927.7	22577	26582.5	39637.5	31513.3	29776.9	37543.2	36084.6	35344.5	28951.2	29856.7	30105.6	77966.1	52112.7	53814.4	46530.3	52832.2	57617	56359.8	49842.8	57104.9	55500.7	38556.1	43557.8	55419.7	45527.2	43017.8	54574.6	54957.9	63038.3	54877.6	53679.5	49368.8	48368.6	31573.9	24961.9	39391.2	34323.4	36120.6	30580.8	42325.6	46169.2	50798.9	56847.9	45489.1	39813.2	30205.8	25324	34820.5	25747.3	20411.4	31677	27739.1	34517.5	39786.2	25775	21626.4	21873.4
Q9BZD4	Q9BZD4	NUF2_HUMAN	NUF2	Kinetochore protein Nuf2	6180.72	5121.71	6638.46	7177.54	5332.18	6384.09	6069.02	6320.47	6945.51	7216.48	7313.37	7914.67	6439.71	5098.13	6261.12	6971.53	7069.9	6964.62	6476.17	6473.57	7912.82	5320.63	6760.12	6584.53	2897.25	3981.63	4486.72	3429.69	3139.68	4326.05	4954.19	3766.18	3818.9	3814.84	4556.45	3657.69	5136.51	4825.62	4624.74	3900.58	4480.94	4947.59	4471.22	4220.88	4768.56	4247.3	4422.26	3890.74	3999.02	4566.26	5845.23	4946.89	4400.68	4845.42	4241.87	4394.35	4290.54	4209.54	4185.31	4432.68	4503.55	4234.28	5434.04	5349.53	5197.25	4716.03	4455.63	4498.06	4394.77	4632.15	4756.55	3908.82	3636.68	3910.44	4165.53	5082.18	5717.17	4033.76	3808.8	4311.32	5068.09	4352.59	4070.14	4545.6	3188.37	3717.89	4744.22	4509.75	4873.85	4557.63	3909.31	4896.15	3531.14	4141.02	3617.81	3635.35
Q9BZE1	Q9BZE1	RM37_HUMAN	MRPL37	39S ribosomal protein L37, mitochondrial	5682.82	6881.12	6281.26	6899.82	5315.05	7544.63	7534.67	7580.25	7705.1	4833.43	8950.47	5803.59	7740.59	7328.97	7997.28	7419.39	6848.28	6704.36	5989.08	6819.84	7169.08	6757.05	8197.01	6095.54	4264.08	5020.11	4857.3	5014.11	4058.28	4876.3	5401.2	5064.73	4671.85	5435.26	4931.14	4013.01	5511.98	6600.11	5542.04	5235.43	5298.59	4894.54	5853.06	4880.57	5386.08	5924.45	5250.49	3909.07	4762	6725.32	6438.48	5488.69	6258.88	5827.75	4585.76	5943.94	6702.99	3955.41	5218.56	4588.29	6425.76	5960.81	6832.33	6381.71	6839.86	6690.59	5788.4	4939.67	5848.89	5594.71	5943.87	5072.41	5112.53	5046.89	6812.18	5746.15	7814.85	5125.5	6678.96	6659.84	6885.22	4910.1	5472.32	5092.78	3914.61	6229.57	5938.07	5696.49	6384.87	5970.4	6857.05	6150.65	7182.44	5917.64	4528.76	4401.85
Q9BZE4	Q9BZE4;Q9BZE4-2;Q9BZE4-3	GTPB4_HUMAN	GTPBP4	GTP-binding protein 4	11428.2	10131.6	12194.5	11680.7	10686.6	13691.1	12127.8	13155.2	12147.5	10785.7	15170.3	12881.3	12853.5	11486.6	12437	14196.7	14051.5	14009.7	12778.9	13612.3	14885.4	11900.2	14547.7	14352.8	7385.46	9105.2	8542.42	8386.45	7260.8	8923.59	9395.99	7649.48	7628.25	9522.28	8041.03	7958.69	9254.35	9668.86	9616.98	8715.74	8754.58	8815.9	8851.6	8015.1	9123.02	7760.05	9611.89	8503.17	8613	10036.4	11121.1	9592.58	10063.5	9019.47	8528.14	9031.4	9448.16	8085.87	9096.96	9027.51	9716.39	9366.95	10655.5	9956.31	10918.2	11465.6	9252.74	8984.92	9996.21	10005	10104	8474.21	7155.96	8330.82	8412.43	8694.71	10094.5	7336.02	9936.89	9499.11	11132.6	9933.29	8693.59	9473.25	7417.07	7953.69	8581.71	8189.55	8756.73	9624.72	10558.7	9378.18	10035.4	8496.95	7809.32	7502.22
Q9BZE9;Q9BZE9-2	Q9BZE9;Q9BZE9-2	ASPC1_HUMAN	ASPSCR1	Tether containing UBX domain for GLUT4	4538.48	4358.8	5311.27	5376.75	5102	6749.89	5038.93	5016.68	5018.84	5575.84	6467.59	5384.26	6293.38	5650.24	6587.68	6161.03	6114.13	6532.11	6471.34	6370.67	6320.73	4994.1	6037.91	5985.24	3650.52	3772.17	4190.22	4780.22	3421.82	4814.1	3900.57	5064.13	4209.89	4676.17	4007.47	4350.66	4585.05	4250.44	4356.47	4480.76	4236.71	4648.95	4275.31	3644.17	4033.04	3326.02	4532.69	2999.86	3386.83	3425.24	4383.28	3370.17	3491.87	4168.56	3373.2	4124.74	3436.8	2727.97	3321.01	3767.97	3248.87	3502.01	3790.24	3494.83	3649.34	3934	3065.38	3494.78	3283.93	3335.69	3672.1	3283.87	3052.36	3095.72	3432.23	3299.39	4157.2	2930.51	4310.06	3578.13	3776.63	3663.2	3264	3490.35	2297.03	3879.73	3225.75	3012.8	3972.39	3910.26	3697.56	4203.1	3901.04	3802.77	3019.68	3290.86
Q9BZF1;Q9BZF1-2;Q9BZF1-3	Q9BZF1;Q9BZF1-2;Q9BZF1-3	OSBL8_HUMAN	OSBPL8	Oxysterol-binding protein-related protein 8	1373.64		6069.17	20815.3	6573.88	6686.2		6384.51	6848.03	3608.04	8420.26	7902.25	8675.66	6999.4	8646.8	11088.8	8629.01	11182.3	9957.62	9391.82	11259.3	7119.33	10309.5	10675	4110.98	5830.71	6032.76	5857.28	5452.53	6751.91	5325.26	4947.77	5140.64	5100.9	4518.8	5113.21	4809.2	4155.67	5836.52	4893	4995.41	4637.59	4829.53	6079.51	4782.49	4217.95	5617.24	5000.56	6564.04	7186.33	5734.66	7453.76	6232.12	7126.77	6611.9	6042.17	8584.35	6527.04	5591.91	7699.8	6754.39	5936.28	7426.34	7877.15	7541.33	8285.48	8646.13	7270.43	6610.21	8540.89	6779.44	5921.89	5363.66	5849.66	7331.1	6329.24	7245.5	5772.44	6381.91	6796.5	6993.07	7948.81	6067.49	6862.92	6404.47	7146.95	5382.73	5618.09	6313.56	6496.37	7094.44	6229.23	7542.72	6412.5	5550.21	6036.45
Q9BZF3;Q9BZF3-2;Q9BZF3-3;Q9BZF3-4;Q9BZF3-5	Q9BZF3;Q9BZF3-2;Q9BZF3-3;Q9BZF3-4;Q9BZF3-5	OSBL6_HUMAN	OSBPL6	Oxysterol-binding protein-related protein 6			3415.9			3771.96	1570.23	3090.25	3115.54		2522.29	2995.94	4338.87	2749.87	3480.17	3695.49	3451.11	2809.97	3170.96	2673.23	3125.95	3358.67	2485.33	3776.4		1490.1	1594.47	2297.63	2378.13	1951.52	2345.08	2134.16	2072.87	1942.66	2020.17	2327.7	2183.85	1917.44	1490.7	1687.58	2728.6	1709.89	2231.68	1934.07	2293.75	1915.15	2711.5		1653.63		1816.29	1705.4	1524.93	1476.4	1577.98	2079.41	1855.86	1513.97	1548	2339.33	2652.61	1367.52	2123.38	2041.83	1809.48	2008.28	1949.67	1700.19	1590.64	1664.41	2172.43	1723.47	2069.71		2257.87	1929.8	2012.35	1585.74	2332.55	2039.65	2052.47	2435.35	1794.39	1906.77	2016.37	1653.05	1416.02	1906.77	1525.61	1562.85	2204.42	1759.35	1931.02	1760.32	1404.51	1874.77
Q9BZF3;Q9BZF3-2;Q9BZF3-3;Q9BZF3-4;Q9BZF3-5;Q9H4L5;Q9H4L5-2	Q9H4L5;Q9H4L5-2;Q9H4L5-3;Q9H4L5-4;Q9BZF3;Q9BZF3-2;Q9BZF3-3;Q9BZF3-4;Q9BZF3-5	OSBL3_HUMAN;OSBL6_HUMAN	OSBPL3;OSBPL6	Oxysterol-binding protein-related protein 6			2333.02			2796.02		3131.02	2162.02		3132.02	2581.02	6005.05	4362.03	3779.03	5691.04	4418.03	5494.04	5177.03	4547.03	4572.03	5059.04	4937.04	3333.03	2670.02	3706.03	3960.03	3571.03	3409.03	3323.02	3878.03	3109.02	3544.03	3384.02	2708.02	3781.03	2902.02	2332.02	4193.03	2783.02	3654.03	4182.03	3389.03	3289.02	3193.02	3281.02		2985.02	2830.02	2460.02	2416.02	2686.02	3006.02	2500.02	1753.01	2789.02	2567.02	2176.01	2762.02	1749.01		2457.02	3273.02	2926.02	2807.02	2671.02	2921.02	3034.02	2547.02	2520.02	1433.01	1804.01		1158.01	2498.02	3113.02	2398.02	2305.02	2387.02		2055.01					2181.02	1609.01	1951.01	2189.02	1789.01	2293.02	2164.02	2976.02			2312.02
Q9BZG8	Q9BZG8	DPH1_HUMAN	DPH1	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1						1679.6		1953.69	3682.09		3130.04	1646.39	2498.08	2988.15	3159.9	4608.93	4249.8	3849.84	3362.94	3644.47	4043.45	3272.3	3083.5	2872.33	1546.93	2371.68	2420.52	2295.36	1556.79	1373.62	2520.64		2377.83	2509.48	2166.45	2914.01	2226.25	1843.66	2761.73	2236.54	1767.2	3119.16	3226.01	1563.86	2588.32	2156.67	2943.67	1580.56	2888.5	2905.99	3989.42	2528.2	2891.46	2691.41	2444.63	2989.28	2361.08	2095.32	2912.38	2318.28	2839.92	2473.25	2953.89	2409.77	3251.39	3454.22	2990.38	2839.15	2552.93	2531.7	2879.84	2637.24	2313.03	2924.9	2764.27	3367.07	2694.56	2720.99	3155.87	2538.23	2664.1	3109.15	2676.78	2418.07	2031.16	3135.98	2313.32	2729.61	2076.66	3254.06	2099.86	3226.45	2253.79	2612.44	2055.91	2026.73
